	Title	Call_Number
6151	magic	1618
6152	occultism	1411
6153	occultism 	1412
6154	occultism	1411
6155	occultism	1999
6156	occultism	1999
6157	occultism	1611
6158	occultism	1031
6159	occultism	1999
6160	freud	173
6161	occultism 	1412
6162	exceptional children 	723
6163	occultism 	1999
6164	color 	1045
6165	occultism 	1409
6166	occultism 	1407
6167	occultism 	1407
6168	cognitive science	311
6169	occultism	1861
6170	occultism 	1025
6171	occultism 	1407
6172	parapsychology	1031
6173	human behavior	199
6174	nature 	353.5
6175	magic	1591
6176	personality	1031
6177	concepts	443
6178	parapsychology	1031
6179	counseling	637
6180	parapsychology	1031
6181	occultism	1031
6182	occultism	1032
6183	psychology	121
6184	parapsychology	1033
6185	fatigue 	482
6186	deane	1031
6187	boredom 	575
6188	parapsychology	1031
6189	psychoanalysis	173
6190	occultism 	1411
6191	occultism	1421
6192	occultism	1434
6193	ghosts	1461
6194	apologizing 	575
6196	none	1461
6197	ghosts	1461
6198	ghosts	1461
6199	ghosts	1461
6200	cognition	311
6201	ghosts	1461
6202	ghosts	1461
6203	marie antoinette	1473
6204	play 	717
6205	helping behavior	637
6206	psychological consultation 	637
6208	categorization psychology	445
6209	apparitions	1445
6210	ghosts	1461
6211	prophecies	1791
6212	prophecies	1791
6213	prophecies	1791
6214	prophecies	1791
6215	prophecies	1791
6216	prophecies	1792
6217	prophecies	1793
6218	intimacy psychology	575
6219	nostradamus	1815
6220	prophecies	1815
6221	freud	173
6222	gross	1628
6223	dowsing	1628
6224	fortunetelling	1861
6225	fortunetelling	1861
6226	fortunetelling	1861
6227	fortunetelling 	1861
6228	anger	724.3
6229	none	1878
6230	tarot	1879
6231	tarot	1879
6232	consciousness	311
6233	tarot	1879
6234	tarot	1879
6235	reminiscing	378
6236	geomancy	1779
6237	symbolism of numbers	1623
6238	symbolism of numbers	1623
6239	symbolism of numbers	1623
6240	mental representation	316.6
6241	symbolism of numbers	1623
6242	hincmar	1623
6243	self 	697
6244	witchcraft 	1584
6245	evolutionary psychology	698.95
6247	witchcraft 	1581
6248	sphinxes mythology	1623
6249	exorcism	1622
6250	occultism	1411
6251	verbal selfdefense	637
6252	shame	575
6253	occultism	1611
6254	witchcraft 	1583
6255	hypnotism	173
6256	bereavement 	575
6257	magic	1597
6258	magicians 	1597
6259	witchcraft	1566
6260	demonology	1521
6261	hate	575
6262	magic	1623
6263	reasoning psychology	441
6264	witchcraft 	1582
6265	witchcraft	1569
6266	demonology	1533
6267	magic	1611
6268	magic	1589
6269	trials witchcraft 	1583
6270	occultism	1612
6271	demonology	1505
6272	demonology	1501
6273	psychometrics	39
6274	witchcraft 	1576
6275	witchcraft	1522
6277	witchcraft 	1581
6278	bodin	1533
6279	demonology	1531
6280	demonology 	1501
6281	cognition	311
6282	demoniac possession	1555
6283	amulets	1561
6284	astrology	1701
6285	astrology	1411
6286	oracles	1769
6287	nightmares	1099
6288	privacy	637
6289	astrology	1674
6290	astrology	1691
6291	phrenology	1691
6292	astrology	1701
6293	astrology	1711
6294	astrology	1661
6295	astrology	1661
6296	astrology	1661
6297	astrology	1661
6298	astrology	1661
6299	astrology	1661
6300	astrology	1661
6301	astrology	1661
6302	psychology and religion	51
6303	astrology	1729
6304	astrology	1714
6305	astrology	1701
6307	suffering 	789
6308	astrology	1674
6309	astrology	1708.1
6310	astrology	1701
6311	astrology	1701
6312	astrology	1713
6313	astrology	1701
6314	nonverbal communication 	637
6315	hindu astrology	1701
6316	reik	109
6317	astrology	1701
6318	hindu astrology	1714
6319	astrology	1714
6320	astrology	1715
6321	astrology	1701
6322	astrology 	1674
6323	gardening	1651
6324	astrology	1714
6325	hand	921
6326	palmistry	921
6327	hand	908
6328	palmistry	921
6329	mind and body	161
6330	spiritualism	1283
6331	extrasensory perception	1321
6332	emotional intelligence	576
6333	extrasensory perception	1171
6334	dreams	1091
6335	mental suggestion	1171
6337	spiritualism	1301
6338	spiritualism	1301
6339	death	1275
6340	spiritualism	1251
6341	spiritualism	1291
6342	parapsychology	1031
6343	spiritualism	1262
6344	future life	1999
6345	future life	1999
6346	spiritualism	1301
6347	spiritualism	1261
6348	spiritualism	1291
6349	psychology	121
6350	spiritualism	1251
6351	spiritualism	1301
6352	selfactualization psychology	637
6353	spiritualism	1251
6354	spiritualism	1228
6355	color 	789
6356	future life	1272
6357	mediums 	1281
6358	spiritualism	1228
6359	spirit writings	1291
6360	spiritualism	1311
6363	parapsychology	1031
6364	lodge	1261
6365	spiritualism	1261
6366	spiritualism	1311
6367	motivation psychology	503
6368	spiritualism	1228
6369	spiritualism	1031
6370	spiritualism	1291
6371	spiritualism	1228
6372	spiritualism	1261
6373	spiritualism	1311
6375	spiritualism 	1029
6376	future life	1311
6377	immortality	1033
6378	sanders	1283
6379	automatism	1301
6380	spiritualism	1301
6381	spiritualism	1228
6382	psychology	128
6383	spiritualism	1275
6384	spiritualism	1277
6385	spiritualism	1261
6386	spiritualism	1042
6387	existential psychology	204.5
6388	symbolism 	1623
6389	lodge	1261
6390	spiritualism 	1235
6391	mirrorwriting	1301
6392	jencken	1301
6393	pike	1042
6394	spiritualism	1272
6395	magic	1591
6396	sloan	1261
6397	spiritualism	1033
6398	spiritualism	1251
6399	human information processing	444
6400	spiritualism 	1242
6401	spiritualism 	1241
6402	king	1281
6403	worth	1301
6404	spiritualism	1042
6405	prophecies	1815
6406	spiritualism	1311
6407	worth	1301
6408	spiritualism	1281
6409	psychology	1031
6410	materialization	1378
6411	rorschach test	431
6412	spiritualism	1251
6413	emotions and cognition	531
6414	spiritualism	1301
6415	cognition 	311
6416	spiritualism	1301
6417	american association for counseling and development	637
6418	motivation psychology	51
6419	psychology 	38
6420	spiritualism	1301
6421	developmental psychology 	713
6422	spiritualism	1301
6423	eddy	1311
6424	jones	1027
6425	negotiation	637
6426	spiritualism	1301
6427	parapsychology 	1261
6428	hypnotism	1142
6429	animal magnetism	1141
6430	babylonian sibyl	1762
6431	parapsychology	1032
6432	mesmerism	1125
6433	parapsychology 	1031
6434	dreams	1078
6435	animal magnetism	1141
6436	dreams	1078
6437	dreams	1078
6438	love	575
6439	sleep	1071
6440	dreams	1091
6441	dreams	1078
6442	freud	1078
6443	mind and body	161
6444	dreams	1078
6445	parapsychology	1078
6446	yi jing	1623
6447	hebrew language 	1623
6448	occultism	1611
6449	none	1999
6450	children and death	723
6451	rosicrucians	1623
6452	society of rosicrucians	1623
6453	rosicrucians	1623
6454	movement	295
6455	character	818
6456	personality	698
6457	success	637
6458	personality	698
6459	characters and characteristics	831
6460	personality	698
6461	personality	698
6462	personality	698
6463	magic	1589
6464	personality	698
6465	difference psychology	697
6466	personality	698
6467	psychology	111
6468	personality	698
6469	friendship 	575
6470	individuality	697
6471	personality	698
6472	personality	698
6473	personality	698
6474	psychology	636
6475	personality	698
6476	personality	698
6477	personality	698
6478	personality	698
6479	personality	698
6480	character	818
6481	personality	698
6482	character	818
6483	philosophy of mind in children	723
6484	adjustment psychology	335
6486	personality	698
6487	psychology	131
6488	personality	698
6489	personality	698
6490	prophecies occultism 	1786
6491	success	637
6492	personality	698
6493	personality 	698
6494	psychology 	698
6495	character	818
6496	psychology	149
6497	personality	698
6498	personality	698
6499	psychological tests	176
6500	cognitive dissonance	335
6501	graphology	892
6502	graphology	891
6503	graphology	891
6504	personality and culture 	698.9
6505	graphology	891
6506	automatism	1343
6507	graphology	905
6508	graphology	893
6509	graphology	893
6510	graphology	891
6511	graphology	905
6512	witchcraft 	1584
6513	personality tests	698.5
6514	rorschach test	431
6515	rorschach test	431
6516	rorschach test	431
6517	psychoanalysis	173
6518	psychology	636
6519	threedimensional personality test	698
6520	sisters	723
6521	physiognomy	852
6530	character	818
6531	consciousness	311
6532	twentieth century 	311
6533	consciousness	311
6534	consciousness	311
6535	emotions	511
6536	ability	431
6537	experience	311
6538	developmental psychology	713
6539	environmental psychology	353
6540	soul	113
6541	schubert	113
6542	intimacy psychology	575
6543	infant psychology	723
6544	identity psychology	697
6545	maine de biran	161
6546	mind and body	161
6547	mind and body	161
6548	psychology	131
6549	subconsciousness	315
6550	human behavior	121
6551	philosophy of mind	161
6552	death 	789
6553	cognition 	311
6554	psychology 	38
6555	psychoanalysis and religion	175.4
6556	mind and body	161
6557	sex psychology	692
6558	psychology	161
6559	parapsychology 	1031
6560	educational psychology	161
6561	jungian psychology	531
6562	psychology	121
6563	psychophysiology	181
6564	psychotherapy	161
6565	none	187
6566	neuropsychology	181
6567	self	697
6568	psychology	181
6569	will	611
6570	space perception 	469
6571	psychology 	76.5
6572	psychophysiology	91
6573	psychoanalysis	173
6574	jealousy	575
6576	piaget	311
6577	selfcontrol in children	723
6578	counseling	637
6579	humanistic psychology	204
6580	motor ability in children	723
6581	suffering	789
6582	conduct of life	637
6583	problem solving	441
6584	counseling	637
6585	blue	789
6586	new thought	639
6587	decision making	441
6588	psychology 	121
6589	new thought	639
6590	personal construct theory 	698.9
6591	new thought	639
6592	disasters 	789
6593	interpersonal communication	637
6594	intermale aggression	575
6595	psychoanalysis	173
6596	psychology 	38
6597	psychoanalysis	173
6598	psychoanalysis	175
6599	psychoanalysis	175
6600	psychoanalysis	173
6601	psychoanalysis	173
6602	psychoanalysis	173
6603	psychoanalysis	173
6604	psychoanalysis	173
6605	psychoanalysis	173
6606	psychoanalysis	173
6607	oedipus greek mythological figure	173
6608	psychoanalysis	173
6609	psychoanalysis 	108
6610	psychology 	77
6611	denial psychology	175
6612	reik	173
6613	anxiety	575
6614	anxiety	575
6615	anxiety	576
6616	influence psychology	774
6617	selfesteem 	697.5
6618	psychoanalysis	173
6619	psychoanalysis	175
6620	psychoanalysis	173
6621	psychoanalysis	173
6622	psychology	173
6623	psychology	21
6624	róheim	173
6625	bullying	637
6626	elation	575
6627	time	468
6628	psychoanalysis	173
6629	jung	173
6630	apparitions	1378
6631	psychology	173
6632	psychology	173
6633	psychology	173
6634	psychology	173
6635	psychology	173
6636	perception	311
6637	national characteristics	755
6638	insanity law	365
6639	death 	789
6640	psychology	173
6641	astrology	1661
6643	personality and culture 	698.9
6644	joyce	475
6645	psychoanalysis	173
6646	parent and child	723
6647	psychology 	81
6648	children and war	723
6649	psychological tests	176
6650	violence	573
6652	worry	575
6653	none	1071
6654	psychology 	38
6656	counseling	637
6657	perception	311
6658	jungian psychology 	175
6659	older people 	724.8
6660	shortterm memory	378
6662	senses and sensation 	233
6665	counseling	637
6666	magic 	1434
6667	nonverbal communication	637
6668	selfperception 	697.5
6669	cognition	311
6670	psychology 	38
6671	counseling	637
6672	subconsciousness	315
6673	memory in children	723
6674	group counseling	637
6675	creative thinking	408
6676	goal psychology	683
6677	human information processing	455
6678	confucianism	637
6679	influence psychology	774
6680	individuality	697.5
6681	personality	698
6682	ability 	431
6683	helping behavior	637
6685	selz	455
6686	sex discrimination	637
6687	reading	456
6689	psychoanalysis	175
6690	intelligence tests	432
6691	occultism 	1411
6692	selfperception	697
6693	selfperception	697
6694	prejudices	575
6695	tree test	698.8
6696	separation psychology	723
6697	intellect	431
6698	memory in children	723
6699	cognition 	724.55
6700	piaget	723
6701	astrology	1714
6702	intellect	432
6703	creative thinking	408
6704	psychology 	76.5
6705	personality 	698
6706	imagination	408
6707	existential psychology	204.5
6708	memory	371
6709	memory	371
6710	behavior evolution	701
6711	klein	173
6714	body image in women 	697.5
6715	threat psychology	575
6716	counseling	637
6718	erikson	109
6719	counseling	637
6720	counseling	637
6721	counseling	637
6723	drawaperson test	698.8
6724	group counseling	637
6725	group counseling	637
6726	personality	698
6728	phenomenological psychology	204.5
6729	love 	575
6730	social group work	637
6733	disasters 	789
6734	autobiographical memory	378
6735	disasters 	723
6736	consciousness	311
6737	conditioned response 	319
6739	resilience personality trait in children 	723
6740	personality	698
6741	subliminal projection	323
6744	occultism 	1407
6745	occultism 	1411
6746	temperament	698
6749	concept learning 	311
6756	child development	721
6757	older people 	724.8
6762	color 	789
6763	psychoanalysis and culture	175.4
6764	anger	575
6765	social skills in children	723
6766	assertiveness psychology	575
6767	demoniac possession	1555
6768	assertiveness psychology	575
6769	masculinity	692.5
6770	psychoanalysis	173
6771	magic	1591
6772	psychology	121
6773	cognitive science	311
6774	psychology 	31
6775	anxiety in adolescence	724.3
6776	moral development	723
6777	nature and nurture	341
6778	metacognition	311
6779	selfperception in adolescence	724.3
6780	laughter	575
6781	jung	173
6783	stress psychology	575
6784	stress psychology 	575
6786	older people 	724.8
6787	dreams	1075
6788	child psychology 	722
6789	psychology	671
6790	meaning psychology	463
6791	selfactualization psychology	637
6792	consciousness	311
6793	decision making	448
6795	coincidence	175.5
6796	psychology 	121
6797	rorschach test	431
6798	selfpresentation	697.5
6800	reading	456
6801	older people 	724.8
6802	bereavement in children	723
6803	developmental psychology 	713.5
6804	selfactualization psychology	697
6805	memory 	378
6807	learning	318
6808	stress psychology	575
6810	psychology 	31
6811	sex differences psychology 	692.2
6812	psychology	173
6813	auditory perception	251
6815	psychology	121
6816	witch hunting 	1584
6817	psychology	121
6818	psychology 	105
6819	psychology 	108
6820	stereotypes social psychology	323
6821	thought and thinking	441
6831	fear	575
6833	selfcontrol	632
6834	manipulative behavior	632.5
6835	color 	789
6836	psychoanalysis 	173
6837	psychology 	77
6846	implicit learning	319.5
6851	reading	456
6852	intellect	431
6853	goal psychology	503
6854	cognition and culture	311
6855	projection psychology	698
6857	violence 	573
6858	senses and sensation 	233
6859	piaget	723
6860	creative ability 	411
6862	oracles	1770
6863	visual perception 	241
6864	skinner	109
6865	space perception	469
6866	consolation	637
6867	minnesota multiphasic personality inventory	698.8
6868	drawing	723
6869	bereavement 	575
6870	decision making	448
6871	success	637
6872	cognition in children	723
6876	selfesteem	697.5
6877	english language 	463
6878	astrology 	1671
6879	divination	1770
6880	child psychology	721
6881	child psychology	721
6882	personality	698
6884	personality	698
6887	interpersonal communication	637
6888	emotional intelligence 	576
6890	conditioned response	319
6893	münsterberg	109
6894	child psychology	721
6896	emotions	531
6897	human behavior	199
6898	psychoanalysis 	173
6899	masculinity	692.5
6900	environmental psychology 	353
6902	memory 	371
6903	thought and thinking	441
6905	magic	1586
6906	altruism in children 	723
6907	psychoanalysis	173
6908	mood psychology	521
6909	emotions	531
6910	repression psychology	175.5
6911	children and death	723
6913	teenagers and death	724.3
6914	operant conditioning	319.5
6915	social perception in children 	723
6916	parapsychology 	1033
6917	cognition 	311
6918	psychoanalysis and philosophy	175.4
6919	occultism	1598
6921	occultism	1416
6922	psychology 	121
6923	individualized instruction	701
6924	intelligence tests 	431
6926	drawing	456
6928	interpersonal relations in children	723
6929	free will and determinism	105
6930	freud	173
6931	psychology	149
6933	interpersonal communication	637
6934	spiritualism 	1242
6935	vygotskiĭ	109
6939	intelligence tests	431
6940	magic	1622
6941	adulthood 	724.5
6942	jung	173
6944	genius 	412
6945	burt	109
6946	psychologists 	109
6947	personality 	698
6948	fear	575
6949	loneliness	575
6952	psychology 	105
6953	factor analysis	39
6954	hermitages 	1622
6955	cognition	311
6956	personality 	341
6957	psychometrics	39
6958	psychology	121
6959	change psychology	637
6960	verbal ability 	463
6961	interpersonal communication	723
6962	young	879
6963	god 	1999
6964	jung	175.5
6965	personality and culture	698.9
6966	adjustment psychology	335
6967	self	697
6968	fortunetelling by cards 	1879
6969	magic 	1589
6971	child psychology 	722
6972	jealousy	575
6973	crosscultural counseling	637
6974	child psychology	723
6975	difference psychology	697
6976	psychology	121
6977	counseling	637
6978	semon	371
6979	lucid dreams	1091
6980	freud	109
6981	counseling	637
6982	decision making	448
6983	jung	109
6984	masculinity 	692.5
6985	evolutionary psychology	698.95
6986	psychology 	81
6987	bible and astrology	1721
6988	experimental design	39
6989	hypnotism	1141
6990	social perception	323
6991	transpersonal psychology	204.7
6992	attention	321
6993	cognition	311
6994	psychological tests 	176
6995	developmental psychology	713
6996	mood psychology	521
6997	consciousness	311
6998	perception 	311
6999	loss psychology	575
7000	psychology and religion	51
7001	visual perception	241
7002	psychology and religion	51
7003	selfesteem	697.5
7004	human behavior	199
7005	persuasion psychology	637
7006	expertise	431
7007	counseling	636.6
7008	psychology 	77
7009	witchcraft 	1583
7010	cognition	311
7011	winnicott	175.4
7012	selfperception in adolescence	724.3
7013	personal construct theory 	698.9
7014	physiognomy 	851
7015	graphology	891
7016	psychoanalysis	173
7017	will	611
7018	visual perception	241
7019	thought and thinking	441
7020	freud	173
7021	visual perception	241
7022	children and death	723
7023	personality tests	698.5
7024	life on other planets	1999
7025	witchcraft 	1582
7026	oral communication 	637
7027	counseling	637
7028	sex psychology	692.2
7029	brothers and sisters	723
7030	counseling	637
7031	occultism 	1407
7034	psychoanalysis and philosophy	175.4
7036	occultism	1411
7037	occultism 	1434
7038	self	697
7039	love	575
7040	psychology 	76.4
7042	conduct of life	778
7043	psychometrics	39
7044	ego psychology	175
7045	cognition	311
7046	psychology 	38
7047	fantasy	175.5
7048	ayahuasca 	209
7049	palmistry	921
7050	intellect	431
7051	fairbairn	109
7052	psychology and religion	51
7053	perception	311
7054	occultism 	1434
7055	consciousness	311
7056	intellect	431
7057	human information processing	444
7058	symbolism	458
7059	criminal psychology	131
7060	corrections	131
7061	lacan	109
7062	general factor psychology	433
7063	psychology	128
7065	mnemonics	385
7067	children and death	723
7068	metacognition 	311
7069	reasoning psychology	442
7070	psychology	121
7071	imagery psychology	367
7072	psychology	671
7073	conflict psychology	503
7074	stress in children 	723
7075	fear in children 	723
7077	intimacy psychology	575
7078	psychology 	149
7084	suffering	789
7089	happiness	575
7090	values 	723
7091	phrenology 	870
7092	occultism	1411
7093	interviewing	761
7095	interpersonal conflict	637
7096	consciousness 	311
7097	feng shui 	1779
7098	freud	109
7099	perception in children 	723
7100	selftalk	697.5
7101	piaget	109
7102	self	697
7103	human information processing	371
7104	parapsychology	1031
7106	selfactualization psychology	637
7108	feng shui 	1779
7109	magic 	1589
7110	consciousness 	311
7112	freud	175.4
7113	creative ability	408
7114	genetic psychology	701
7115	acquisitiveness	698.35
7116	creative ability	408
7118	mental representation	367
7119	deception	637
7120	counseling	637
7122	grief	575
7123	creative ability	408
7124	bullying	637
7125	selfperception	697.5
7126	spirit writings 	1290
7129	sex differences psychology 	683
7130	kaufman assessment battery for children	432.5
7131	peterson	109
7132	intellect 	431
7133	separation anxiety in children	724.3
7134	bullying	637
7135	masculinity 	692.5
7136	dreams	1091
7137	attachment behavior in children	723
7139	psychology 	38
7140	witchcraft 	1584
7141	aging 	724.55
7142	perception 	311
7143	crosscultural counseling 	637
7144	social perception	323
7145	solitude	637
7147	hate	575
7148	identity psychology	21
7149	selfactualization psychology 	637
7150	personality	698
7151	psychology and religion	51
7153	prejudices	575
7154	psychology 	121
7155	child psychology	721
7156	lacan	175.4
7157	psychology 	76
7158	critical psychology	39.9
7159	cognition 	724.55
7160	freud	175.4
7161	freud	173
7162	learning	318
7163	synesthesia	495
7164	identity psychology in adolescence	724.3
7165	emotions	561
7166	lacan	173
7167	psychology 	38
7168	interviewing	637
7170	expertise	378
7171	psychoanalysis	173
7172	reinforcement psychology	319.5
7173	negotiation 	637
7174	psychology	39
7175	dreams	1091
7176	thought and thinking	441
7177	diet	671
7178	psychophysiology	671
7179	psychology 	671
7180	child psychology	721
7181	psychoanalysis	175
7182	communication 	637
7183	female friendship	575
7184	reasoning psychology	442
7185	consciousness	21
7186	psychology	121
7187	motivation psychology	683
7188	grandparent and child 	723
7189	cayce	1023
7190	phenomenological psychology	204.5
7191	psychoanalysis	173
7192	cognitive science	311
7193	imagination	173
7195	shame	575
7196	cognition in children 	723
7198	reasoning psychology	441
7199	space perception	469
7200	cognition 	311
7201	psychoanalysis and culture	175.4
7204	psychology	173
7207	psychology	57
7208	magic 	1588
7210	perception	311
7214	friendship 	575
7215	jungian psychology	173
7216	cognition 	311
7217	narcissus greek mythological character	575
7218	freud	175
7219	emotions in children	723
7220	storytelling 	39.4
7221	sexism	175.5
7222	lacan	173
7223	creative thinking	408
7224	vampires	1556
7225	psychology	191
7226	psychology	191
7227	adjustment psychology	335
7228	behavior modification	637
7229	developmental psychology 	712.5
7230	crosscultural counseling 	636.7
7231	similarity psychology	293
7232	counseling	637
7233	freud	173
7234	psychological tests for children	722
7235	intellect	431
7236	joy	575
7237	happiness 	575
7238	terman	109
7239	cognition	311
7240	stress psychology	575
7241	learning	318
7242	psychology 	38
7243	phenomenological psychology	204.5
7244	cabala and christianity 	1595
7245	psychoanalysis and religion	175.4
7246	astrology 	1671
7247	consciousness	311
7248	psychoanalysis	173
7249	decision making	441
7251	jungian psychology	173
7252	men 	692.5
7253	racism	697
7254	masculinity 	692.5
7255	multiple intelligences 	432.3
7256	separation psychology	575
7257	friendship	575
7258	stress psychology	575
7259	psychology 	38
7260	cognitive science	311
7261	personality	698
7262	ability 	431
7263	love	575
7264	adulthood 	724.85
7265	emotions 	531
7266	dreams	1078
7267	counseling	637
7268	perception	311
7269	intellect	431.5
7270	hand	908
7271	creative ability	408
7272	body image	697.5
7273	psychology 	81
7274	perception	311
7275	child psychology	721
7276	judgment	447
7277	creative ability	411
7278	juvenile delinquency 	637
7279	cognition 	311
7280	cognitive psychology	311
7281	relaxation	637
7282	psychology 	77
7283	friendship	575
7284	psychometrics	39
7285	psychotherapy	315
7286	personality	698
7287	witchcraft 	1584
7288	consciousness	311
7289	cognition	311
7290	memory	376
7291	personality and culture 	698.9
7292	senses and sensation 	233
7293	psychology 	38
7294	work 	481
7295	psychoanalysis 	175
7296	social perception in children	723
7297	emotions	531
7298	developmental psychology 	713
7299	psychometrics 	39
7300	authoritarianism personality trait	698.35
7301	psychology 	76.5
7302	future life 	1311
7303	communication 	637
7304	memory in children	723
7305	emotions	531
7306	human information processing in children 	721
7307	animal behavior	671
7308	psychoanalysis and religion	175.4
7309	child psychology	721
7310	counseling	637
7311	cognition 	311
7313	cognition 	311
7314	psychology 	76.5
7315	decision making 	448
7316	intellect	431
7317	aggressiveness	175.5
7318	alien abduction	2050
7319	psychoanalysis	175
7320	magic	1611
7321	cognition 	311
7322	body image in women	697.5
7324	psychoanalysis	173
7325	emotional intelligence	576
7326	adolescent psychology 	724
7327	witchcraft 	1576
7328	leadership 	637
7329	reasoning psychology	442
7330	dreams	1091
7332	child psychology	721
7333	fantasy in children	723
7334	prejudices	575
7335	cognition	311
7336	ego psychology	175
7337	counseling	637
7338	piaget	723
7339	emotions 	531
7340	pleasure	515
7341	stress psychology	575
7342	cognition in old age	724.85
7347	motivation psychology	503
7348	myersbriggs type indicator	698.8
7349	identity psychology	697
7350	leadership	637
7351	reading	456
7352	writing 	456
7353	shamanism 	1622
7354	sensation seeking	698.35
7355	consciousness	311
7356	counseling	637
7358	character	639
7359	child psychology	7271
7360	child psychology	721
7361	psychology 	31
7362	violence 	575
7363	self	697
7364	memory 	378
7365	attention	321
7366	psychoanalysis	175
7367	child psychology	721
7368	psychoanalysis and culture	175.4
7369	grail 	1442
7370	identity psychology 	697
7371	ifa religion	1779
7372	taoism	1779
7373	oedipus complex	175.5
7374	secret societies 	1999
7379	object relations psychoanalysis	175.5
7380	visual perception	241
7381	piaget	723
7382	reversal theory psychology	503
7383	perception 	311
7385	counseling	637
7388	piaget	311
7390	psychologists 	76.4
7391	creative ability	411
7392	psycholinguistics	455
7393	cognition in children 	723
7394	attachment behavior in children	723
7395	item response theory	39
7396	parent and child	720
7397	physiognomy	851
7398	freud	175.4
7399	physiognomy	851
7400	body constitution	853
7401	character	831
7402	phrenology	870
7403	phrenology	870
7404	children 	432
7405	phrenology	870
7406	phrenology	871
7407	characters and characteristics	818
7408	memory	371
7409	phrenology	885
7410	phrenology	870
7411	reasoning psychology	442
7412	kardec	1288
7413	reading	456
7414	rosicrucians	1623
7415	lewis	1623
7416	occultists	1623
7417	spiritual life	1623
7418	sex differences psychology in children	723
7419	rosicrucians	1623
7420	humanistic counseling	637
7421	rosicrucians	1623
7422	occultism	1411
7423	hermetic order of the golden dawn	1623
7424	rosicrucians	1623
7425	psychological tests	176
7426	rosicrucians	1623
7427	none	1999
7428	society of rosicrucians	1623
7429	rosicrucians	1623
7430	rosicrucians	1623
7431	rosicrucians	1623
7432	rosicrucians	1623
7433	none	1999
7434	nature 	1999
7435	lacan	109
7436	none	1623
7437	rosicrucians	1623
7438	personality and situation	698.9
7439	none	1156
7440	rosicrucians	1623
7441	jung	173
7442	psychology	121
7443	bullying 	637
7444	hoffman	637
7445	learning	318
7446	infant psychology	720
7447	phenomenological psychology	204.5
7448	interpersonal communication	724.3
7449	social perception	323
7450	psychology 	38
7451	personality	698
7452	intellect	431
7454	interpersonal relations in children	723
7455	knowledge	698
7456	dreams	1078
7457	selfperception	697
7458	friendship	575
7459	personality and creative ability	698.9
7460	group counseling	637
7461	psychology 	76
7462	reading	456
7463	movement	295
7464	intelligence tests	432
7465	occultism	1411
7466	national characteristics	755
7467	psychoanalysis	173
7468	masculinity	692.5
7469	cognition in children	723
7470	memory	371
7471	dreams	1078
7472	sex psychology	692
7473	control psychology	632.5
7474	burn out psychology	481
7475	cognition	365
7476	none	755
7477	holzkamp	38.5
7478	psychology	128
7479	psychology	38
7480	psychology	38
7481	psychology	121
7482	psychology	131
7483	psychology 	38.5
7484	psychology	121
7485	psychology 	20
7486	psychology 	149
7487	psychology	131
7488	boring	95
7489	psychologists 	109
7490	uncertainty	463
7491	psychology	121
7492	genius	703
7493	psychology	149
7494	psychology	131
7495	psychology	67
7496	death 	789
7497	psychology	131
7498	psychology	121
7499	psychology	121
7500	negotiation	637
7501	psychology	131
7502	psychology	121
7503	psychology	149
7504	psychology	121
7505	psychology	121
7506	psychology	121
7507	psychology	121
7508	psychology	131
7509	psychology	131
7510	james	121
7511	consciousness	204.5
7512	existential psychology	204.5
7513	psychology	133
7514	thought and thinking	455
7515	conservation of space psychology	293
7516	memory 	371
7517	cognition in children	723
7518	conservation psychology	723
7519	jung	109
7520	movement	295
7521	movement	295
7522	cognition	311
7523	psychology	38
7524	psychologists 	109
7525	psychology	636
7526	psychology	38
7527	curiosity	323
7528	psychology	122
7529	psychology	131
7530	psychology 	121
7531	perception	311
7532	psychology	131
7533	psychology	121
7534	consciousness	311
7535	psychology	131
7536	intellect	431
7537	psychology	131
7538	psychology	38
7539	psychology	131
7540	psychology	181
7541	psychology	131
7542	psychology	121
7543	psychology	121
7544	psychology	121
7545	psychology	121
7546	psychology	636
7547	psychology	121
7548	characters and characteristics	818
7549	hudson	109
7550	psychology	121
7551	psychophysiology	199
7552	psychology	122
7553	psychology	121
7554	psychology	131
7555	psychology	636
7556	psychology	121
7558	psychology	121
7559	psychology	121
7560	psychology	121
7561	psychology	121
7562	psychology	121
7563	psychology	121
7564	psychology	139
7565	psychology 	75
7566	psychology	636
7567	psychology 	110
7568	psychology	131
7569	psychology	131
7570	intellect	111
7571	psychology	131
7572	psychology	149
7573	psychology	121
7574	psychology	121
7575	psychology	131
7576	genetic psychology	701
7577	dreams	1078
7578	psychology	131
7579	psychophysiology	181
7580	psychology 	20
7581	psychology 	121
7582	psychology	123
7583	longterm memory in children	723
7584	psychology	121
7585	psychology	121
7586	psychophysiology	183
7587	pain	515
7588	psychology	121
7589	intellect 	431
7590	human behavior 	39
7591	psychology	131
7592	consciousness 	311
7593	psychology	131
7594	empathy	575
7595	psychology	181
7596	psychology	121
7597	psychology	121
7598	psychology	121
7599	psychology	121
7600	consciousness	311
7601	psychophysiology	181
7602	psychology	636
7603	psychology	131
7604	psychology	131
7605	evolutionary psychology	701
7606	psychology	131
7607	psychology	131
7608	psychology	121
7609	medicine and psychology	121
7610	psychology	131
7611	psychometrics	39
7612	psychology	38
7613	psychology	67
7614	psychology	121
7615	psychology	121
7616	psychology	131
7617	psychology	21
7618	object relations psychoanalysis	175.5
7619	psychology	131
7620	psychology	411
7621	personality	698
7622	psychology	131
7623	aggressiveness in children	175.5
