,Title,Call_Number
3208,Witchcraft  Cameroon Magic  Cameroon Divination  Cameroon Occultism  Religious aspects  Christianity Cameroon  Religious life and customs,BF1562-1584:Witchcraft
3209,Behavioral assessment of children Behavioral assessment of teenagers,BF712-724:Developmental psychology
3210,Environmental psychology,BF309-499:Consciousness. Congition
3211,Sex differences Psychology Identity Psychology,BF692:Psychology of Sex. Sexual Behavior
3212,Nature  Psychological aspects Environmental psychology,BF309-499:Consciousness. Congition
3213,Freud Sigmund 18561939 Psychoanalysis and culture Fantasy Psychoanalysis,BF173-175:Psychoanalysis
3214,Counseling,BF636-637:Applied psychology
3215,Bereavement in children Bereavement in adolescence Grief in children Grief in adolescense Children and death Teenagers and death Children  Counseling of Teenagers  Counseling of,BF712-724:Developmental psychology
3216,Perception Environmental psychology,BF309-499:Consciousness. Congition
3217,Perception Human information processing Visual perception,BF309-499:Consciousness. Congition
3218,Neardeath experiences Neardeath experiences  Social aspects,BF1001-1045:Psychic research. Psychology of the conscious.
3219,Counselors  Training of Counseling  Study and teaching,BF636-637:Applied psychology
3220,Grief Fathers and sons Fathers  Death Loss Psychology,BF511-593:Affection. Feeling. Emotion
3221,Bereavement  Psychological aspects Parents  Death  Psychological aspects Adult children  Psychology Grief,BF511-593:Affection. Feeling. Emotion
3222,Mind and body Knowledge Theory of,BF65-172:Psychology
3223,Cognition Cognition  Research  Methodology Cognitive science Artificial intelligence,BF309-499:Consciousness. Congition
3224,Moral development Moral development  Social aspects,BF712-724:Developmental psychology
3225,Baars Bernard J Cognitive theory of consciousness Distributed cognition  Mathematical models AIDS Disease  Prevention AIDS Disease  Transmission  United States AIDS Disease  Diagnosis  United States AIDS Disease  Treatment  United States Information theory,BF309-499:Consciousness. Congition
3226,Death  Psychological aspects Fear of death Future life,BF728-794:Psychology
3227,Developmental psychology Child development Neuropsychology Human evolution,BF712-724:Developmental psychology
3228,Meaning Psychology,BF309-499:Consciousness. Congition
3229,Nostalgia  Philosophy Nostalgia in literature Homesickness  Philosophy Homesickness in literature,BF511-593:Affection. Feeling. Emotion
3230,Identity Psychology in youth  Puerto Rico Identity Psychology in youth  Puerto Rico  Case studies Stigma Social psychology Group identity,BF712-724:Developmental psychology
3231,Psychology Memory Evolution,BF699-711:Genetic Psychology
3232,Neardeath experiences,BF1001-1045:Psychic research. Psychology of the conscious.
3233,Happiness Pleasure Judgment,BF511-593:Affection. Feeling. Emotion
3234,Stress Psychology  Prevention Stress Physiology  Prevention,BF511-593:Affection. Feeling. Emotion
3235,Stress in adolescence Adjustment Psychology in adolescence Interpersonal relations in adolescence,BF712-724:Developmental psychology
3236,Coincidence Coincidence  Psychic aspects Quantum theory Causation Jung C G Carl Gustav 18751961 Psychoanalysis and philosophy,BF173-175:Psychoanalysis
3237,Personality,BF698:Personality
3238,Reward Psychology Motivation Psychology Reinforcement Psychology Values,BF501-505:Motivation
3239,Environmental psychology Attachment behavior,BF309-499:Consciousness. Congition
3240,Adolescent psychology,BF712-724:Developmental psychology
3241,Thought and thinking Visualization,BF309-499:Consciousness. Congition
3242,Single subject research,BF65-172:Psychology
3243,Cognition Cognition in children,BF309-499:Consciousness. Congition
3244,Dreams Psychology Religious,BF1048-1108:Hallucinations. Sleep. Dreaming. Visions
3245,Identity Psychology Identity Psychology  Social aspects Identity politics Discrimination  Law and legislation,BF697:Differential psychology. Individuality. Self
3247,Free will and determinism,BF608-635:Will. Volition. Choice. Control
3248,Hollingworth Leta Stetter 18861939 Women psychologists  United States  Biography Psychologists  United States  Biography,BF65-172:Psychology
3249,Psychology,BF65-172:Psychology
3250,Happiness Consumption Economics Popular culture,BF511-593:Affection. Feeling. Emotion
3251,Developmental psychology  Longitudinal studies Nature and nurture  Longitudinal studies Developmental psychology  Research  Sweden,BF712-724:Developmental psychology
3252,Bullying,BF636-637:Applied psychology
3253,Creative thinking  Congresses Creative ability  Congresses,BF309-499:Consciousness. Congition
3254,Difference Psychology Personality Social groups,BF697:Differential psychology. Individuality. Self
3255,Developmental psychology,BF712-724:Developmental psychology
3256,Piaget Jean 18961980 Vygotskiĭ L S Lev Semenovich 18961934 Thought and thinking Knowledge Theory of,BF309-499:Consciousness. Congition
3257,Cabala Symbolism of numbers,BF1585-1623:Magic. Hermetics. Necromancy
3258,Cabala Symbolism of numbers,BF1585-1623:Magic. Hermetics. Necromancy
3259,Psychoanalysis Nothing Philosophy Nothing Philosophy in literature Consciousness,BF173-175:Psychoanalysis
3261,Pastoral counseling Pastoral psychology Psychotherapy  Religious aspects  Christianity Psychotherapy  Religious aspects  Church of Jesus Christ of Latterday Saints Psychotherapy,BF2056-end:Occult sciences
3262,Children and adults Child psychotherapy Problem children  Education Child rearing,BF712-724:Developmental psychology
3263,Lacan Jacques 19011981 Psychoanalysis Philosophy,BF65-172:Psychology
3264,Masculinity Men  Social aspects Intersectionality Sociology,BF692:Psychology of Sex. Sexual Behavior
3266,Cognition Thought and thinking Psycholinguistics Digital computer simulation Left and right Psychology,BF309-499:Consciousness. Congition
3268,Cognition and culture,BF309-499:Consciousness. Congition
3269,Psychology  History,BF65-172:Psychology
3271,Counselors  Supervision of Psychotherapists  Supervision of Social workers  Supervision of,BF636-637:Applied psychology
3272,Demoniac possession,BF1501-1561:Demonology. Satanism. Possession
3274,Counseling Psychotherapy,BF636-637:Applied psychology
3275,Freud Sigmund 18561939 Psychoanalysis  History,BF173-175:Psychoanalysis
3277,Jung C G Carl Gustav 18751961 Psychoanalysis,BF173-175:Psychoanalysis
3278,Creative ability  Philosophy Creative ability  Psychological aspects Consciousness  Philosophy Consciousness  Psychological aspects Psychophysiology,BF309-499:Consciousness. Congition
3279,Temperament Personality in children Arousal Physiology Emotions,BF795-839:Temperament. Character
3280,Grief Bereavement  Psychological aspects Children  Death  Psychological aspects Children  Death,BF511-593:Affection. Feeling. Emotion
3281,Rationalism Reasoning Psychology,BF309-499:Consciousness. Congition
3282,Palmistry,BF908-940:The hand. Palmistry
3283,Psychology  Moral and ethical aspects Psychology Applied  Moral and ethical aspects Psychology  Social aspects Psychology Applied  Social aspects,BF65-172:Psychology
3284,Stress Psychology Stress Physiology,BF511-593:Affection. Feeling. Emotion
3285,Belief and doubt Identification Religion Identity Psychology  Religions aspects,BF728-794:Psychology
3286,Crowding stress,BF309-499:Consciousness. Congition
3287,Crosscultural counseling,BF636-637:Applied psychology
3288,Psychoanalysis and culture  Italy  Congresses Psychoanalysis and literature  Italy  Congresses Italian literature  20th century  History and criticism  Congresses Freud Sigmund 18561939  Congresses,BF173-175:Psychoanalysis
3289,Oracles Hittite Dreams Omens,BF1745-1779:Oracles. Sibyls. Diviniations
3290,Psychoanalysis and culture,BF173-175:Psychoanalysis
3304,Maturation Psychology Child development Aging  Psychological aspects Youthfulness Human evolution  Psychological aspects,BF699-711:Genetic Psychology
3305,Psychology  Research Psychology Experimental Psychology  History,BF65-172:Psychology
3307,Psychology Experimental  Methodology Psychology Experimental  Statistical methods Difference Psychology  Research  Methodology Difference Psychology  Statistical methods,BF180-198:Experimental psychology
3312,Genius Gifted children,BF309-499:Consciousness. Congition
3313,Personality,BF698:Personality
3314,Genius Gifted children,BF309-499:Consciousness. Congition
3315,Child psychology,BF712-724:Developmental psychology
3319,Rorschach Test,BF698:Personality
3324,Envy Failure Psychology Humiliation,BF511-593:Affection. Feeling. Emotion
3325,Personality Mental health Humanistic psychology,BF698:Personality
3326,Fatigue,BF309-499:Consciousness. Congition
3327,Revenge  South America Retribution Violence  South America Murder  South America South America  Social conditions,BF636-637:Applied psychology
3328,Jungian psychology Selfactualization Psychology,BF173-175:Psychoanalysis
3329,Counseling  Moral and ethical aspects,BF636-637:Applied psychology
3330,Body language,BF636-637:Applied psychology
3331,Lacan Jacques 19011981 Psychoanalysis and culture Psychoanalysis and literature Psychoanalysis and motion pictures Popular culture  Psychological aspects Popular literature  Psychological aspects Hitchcock Alfred 18991980 Culture in motion pictures,BF173-175:Psychoanalysis
3332,Selfactualization Psychology  Problems exercises etc Consciousness  Problems exercises etc Group relations training Psychohistory,BF636-637:Applied psychology
3334,Sheridan Richard Brinsley 19151937 Automatism Reincarnation,BF1228-1389:Spiritualism
3336,Cognition in children Thought and thinking,BF309-499:Consciousness. Congition
3337,Multidimensional scaling Multidimensional scaling  Computer programs Psychometrics Social sciences  Methodology,BF38-64:Philosophy
3338,Life change events  Psychological aspects Stress Psychology Life change events  Psychological aspects  Research,BF636-637:Applied psychology
3339,Cagliostro Alessandro conte di 17431795 Freemasons,BF1585-1623:Magic. Hermetics. Necromancy
3340,Cagliostro Alessandro conte di 17431795,BF1585-1623:Magic. Hermetics. Necromancy
3341,None,BF1585-1623:Magic. Hermetics. Necromancy
3342,Cagliostro Alessandro conte di 17431795,BF1585-1623:Magic. Hermetics. Necromancy
3343,Fear  Europe  History Literature Medieval  History and criticism Literature Modern  15th and 16th centuries  History and criticism Fear in literature Fear  Religious aspects  Christianity Mediaeval studies Literature History Fear,BF511-593:Affection. Feeling. Emotion
3344,Child psychology Adolescent psychology,BF712-724:Developmental psychology
3345,Memory in children Implicit memory Explicit memory,BF712-724:Developmental psychology
3346,Touch People with visual disabilities  Education,BF231-299:Sensation. Aesthesiology
3348,Aging  Psychological aspects Older people  Psychology Wisdom,BF712-724:Developmental psychology
3349,Emotions Decision making Cognition,BF511-593:Affection. Feeling. Emotion
3350,Environmental psychology,BF309-499:Consciousness. Congition
3351,Home D D Daniel Dunglas 18331886,BF1228-1389:Spiritualism
3352,Mind and body Cybernetics,BF65-172:Psychology
3353,Freud Sigmund 18561939 Jung C G Carl Gustav 18751961 Psychoanalysis,BF173-175:Psychoanalysis
3356,Experiential learning  Handbooks manuals etc Active learning  Handbooks manuals etc Employees  Training of  Handbooks manuals etc,BF309-499:Consciousness. Congition
3357,Intelligence levels Intelligence tests Nature and nurture,BF309-499:Consciousness. Congition
3358,Agrippa von Nettesheim Heinrich Cornelius 14861535,BF1585-1623:Magic. Hermetics. Necromancy
3359,Lévi Eliphas 18101875 Occultism,BF1585-1623:Magic. Hermetics. Necromancy
3360,Harris Thomas Lake 18231906 Oliphant Laurence 18291888,BF1892-2049:Occult sciences
3361,Fox family Kane Margaret Fox 18361893 Spiritualism,BF1228-1389:Spiritualism
3362,None,BF1228-1389:Spiritualism
3363,Mesmer Franz Anton 17341815,BF1111-1156:Hypnotism. Suggestions. Mesmerism. Subliminal Projection
3364,Champier Symphorien 1472approximately 1535 Occultism  France  History,BF1404-1443:Occult sciences
3366,Adolescent psychology,BF712-724:Developmental psychology
3368,Psychoanalysis Psychoses,BF173-175:Psychoanalysis
3369,Hall G Stanley Granville Stanley 18441924,BF65-172:Psychology
3370,Psychologists  Biography,BF65-172:Psychology
3371,Forgiveness Emotionfocused therapy Couples therapy,BF636-637:Applied psychology
3372,Ladd George Trumbull 18421921,BF65-172:Psychology
3373,Combe George 17881858 Phrenology,BF840-885:Physiognomy. Phrenology
3374,Psychoanalysis and philosophy Psychoanalysis Sex Psychology,BF173-175:Psychoanalysis
3377,Androgyny Psychology Selfactualization Psychology,BF692:Psychology of Sex. Sexual Behavior
3380,Ethics Evolutionary Moral development,BF712-724:Developmental psychology
3381,Symbolism Psychology,BF173-175:Psychoanalysis
3383,Evolutionary psychology Human behavior  Endocrine aspects,BF698:Personality
3384,Psychological tests Personality assessment,BF176:Pyshological tests and testing
3386,Reich Wilhelm 18971957,BF65-172:Psychology
3387,Psychology,BF1-37:Psychology
3388,Emotional maturity Personality Neuroses,BF699-711:Genetic Psychology
3389,Intellect Cognition Visual perception,BF309-499:Consciousness. Congition
3391,Grief Bereavement  Psychological aspects Children  Death  Psychological aspects Brothers and sisters  Death  Psychological aspects Loss Psychology,BF511-593:Affection. Feeling. Emotion
3392,Selfdisclosure Secrecy Privacy Interpersonal communication,BF697:Differential psychology. Individuality. Self
3393,Success Personality change,BF636-637:Applied psychology
3394,Gifted children  History,BF712-724:Developmental psychology
3395,Gaze  Psychological aspects Rome  Civilization,BF636-637:Applied psychology
3396,None,BF65-172:Psychology
3397,Anxiety in children Anxiety in adolescence Relaxation Selfcare Health,BF712-724:Developmental psychology
3398,Counseling Helping behavior,BF636-637:Applied psychology
3399,Adjustment Psychology Change Psychology Social change  Germany,BF636-637:Applied psychology
3400,Creation Literary artistic etc Manwoman relationships Intimacy Psychology Love,BF309-499:Consciousness. Congition
3401,Body language  Testing,BF636-637:Applied psychology
3402,Procrastination,BF636-637:Applied psychology
3403,Meditation,BF636-637:Applied psychology
3404,Psychology Comparative  Early works to 1800,BF660-685:Comparative psychology. Animal and human psychology
3405,Developmental psychology Human growth Human ecology Human physiology Human behavior,BF712-724:Developmental psychology
3406,Divination  Middle East  History  Sources Liver  Miscellanea Omens Medicine  Middle East  History  Sources Medicine Ancient Middle East  Religious life and customs  History  Sources,BF1745-1779:Oracles. Sibyls. Diviniations
3407,Dominance Psychology Love Kindness Interpersonal relations Pets Environmental psychology,BF608-635:Will. Volition. Choice. Control
3408,Creative ability Artificial intelligence,BF309-499:Consciousness. Congition
3410,Autobiographical memory Emotions Psychophysiology Psychiatry,BF309-499:Consciousness. Congition
3411,Emotions Social psychology,BF511-593:Affection. Feeling. Emotion
3412,Psychology,BF38-64:Philosophy
3413,Personality and emotions Personality development,BF698:Personality
3414,Divination  Korea,BF1745-1779:Oracles. Sibyls. Diviniations
3415,Visual perception,BF231-299:Sensation. Aesthesiology
3416,Resilience Personality trait,BF698:Personality
3417,Psychoanalysis Freud Sigmund 18561939,BF173-175:Psychoanalysis
3418,Consciousness,BF309-499:Consciousness. Congition
3419,Consciousness  Research Learning Psychology of  Research,BF309-499:Consciousness. Congition
3420,Bhagavatam Srimad,BF1111-1156:Hypnotism. Suggestions. Mesmerism. Subliminal Projection
3421,Jensen Arthur Robert Jensen Arthur Robert  Bibliography Intelligence tests  Social aspects Intelligence levels  Social aspects Psychometrics Racism in psychology,BF309-499:Consciousness. Congition
3422,Aging  Psychological aspects Older people  United States,BF712-724:Developmental psychology
3423,Molyneux William 16561698,BF231-299:Sensation. Aesthesiology
3424,Emotional intelligence Emotional intelligence  Study and teaching Emotional intelligence  Activity programs,BF511-593:Affection. Feeling. Emotion
3425,Narcissism Psychoanalysis,BF511-593:Affection. Feeling. Emotion
3426,Interpersonal communication in children Interpersonal relations in children,BF712-724:Developmental psychology
3427,Moral development Ethics Conduct of life,BF712-724:Developmental psychology
3428,Reasoning Psychology,BF309-499:Consciousness. Congition
3429,Sex differences Psychology in children Sex role in children Child rearing Education Preschool  Social aspects Sex differences in education Feminism and education Postmodernism and education,BF712-724:Developmental psychology
3430,Expression Emotions,BF511-593:Affection. Feeling. Emotion
3431,Number concept Cognition in children,BF309-499:Consciousness. Congition
3432,Reading Psychology of Language and languages  Orthography and spelling Word recognition,BF309-499:Consciousness. Congition
3433,Mental representation Planning Reasoning Psychology,BF309-499:Consciousness. Congition
3435,Psychoanalysis and racism Race  Psychological aspects Race awareness Racism,BF173-175:Psychoanalysis
3436,Conditioned response Psychology Experimental Psychology Comparative Psychobiology,BF309-499:Consciousness. Congition
3437,Child psychology,BF712-724:Developmental psychology
3438,Cognition Sex differences Sex differences Psychology,BF309-499:Consciousness. Congition
3439,Facial expression Body language,BF511-593:Affection. Feeling. Emotion
3440,Gifted children Nature and nurture,BF712-724:Developmental psychology
3441,Cognition in old age  Congresses Cognition  Age factors  Congresses,BF712-724:Developmental psychology
3442,Demonology  Mexico  History Demonology  Europe  History Witchcraft  Mexico  History Witchcraft  Europe  History Devil  Folklore Folklore  Mexico,BF1501-1561:Demonology. Satanism. Possession
3443,Personality development Socialization,BF712-724:Developmental psychology
3444,Free will and determinism  Congresses Developmental psychology  Congresses,BF608-635:Will. Volition. Choice. Control
3445,Middle age  Psychological aspects Happiness Interpersonal relations,BF712-724:Developmental psychology
3446,Occultism  Religious aspects  Christianity Nativistic movements,BF1892-2049:Occult sciences
3447,Symbolic play Play  Psychological aspects Role playing Drama  Psychological aspects Fantasy games  Psychological aspects,BF712-724:Developmental psychology
3448,Psychophysics Senses and sensation Judgment,BF231-299:Sensation. Aesthesiology
3449,Characters and characteristics Human beings,BF795-839:Temperament. Character
3450,Environmental psychology,BF309-499:Consciousness. Congition
3451,Psychology  Vocational guidance Psychology  United States,BF65-172:Psychology
3452,Optimism Psychology Pathological Positive psychology,BF698:Personality
3453,Errors  Psychological aspects Fallibility Neurosciences  Popular works,BF309-499:Consciousness. Congition
3454,Decision making,BF309-499:Consciousness. Congition
3455,Houdini Harry 18741926 Dunninger Joseph 1896 Spiritualism  Controversial literature,BF1001-1045:Psychic research. Psychology of the conscious.
3456,Psychological tests Psychometrics,BF176:Pyshological tests and testing
3457,Counseling,BF636-637:Applied psychology
3458,Child psychology,BF712-724:Developmental psychology
3459,Hermetism  Congresses Hermetism in literature  Congresses Alchemy in literature  Congresses,BF1585-1623:Magic. Hermetics. Necromancy
3460,Fire  Psychological aspects,BF728-794:Psychology
3461,Psychic trauma  Canada  History  Congresses Psychic trauma  Germany  History  Congresses Psychic trauma in literature  Congresses Canadian literature  History and criticism  Congresses,BF173-175:Psychoanalysis
3462,Psychoanalysis and religion,BF173-175:Psychoanalysis
3463,Context effects Psychology Developmental psychology  Philosophy Determinism Philosophy  Controversial literature,BF712-724:Developmental psychology
3464,Parapsychology Parapsychology  Research,BF1001-1045:Psychic research. Psychology of the conscious.
3465,Personality and occupation Psychology Industrial Working class  Psychology Vocational interests Personality development,BF698:Personality
3466,Tarot Engraving  History,BF1845-1891:Fortune-telling
3467,Work  Psychological aspects Leisure Families Time management,BF309-499:Consciousness. Congition
3468,Psychology  Research Psychometrics,BF65-172:Psychology
3469,Jung C G Carl Gustav 18751961 Psychoanalysis Subconsciousness Imagination,BF173-175:Psychoanalysis
3470,Moral development Moral education,BF712-724:Developmental psychology
3471,Speech perception  Handbooks manuals etc,BF309-499:Consciousness. Congition
3472,Freud Sigmund 18561939 Psychoanalysis,BF173-175:Psychoanalysis
3473,Luxor Egypt Temple  Miscellanea Occultism  Egypt,BF1404-1443:Occult sciences
3474,Selfactualization Psychology Adulthood Personality and occupation,BF636-637:Applied psychology
3475,Human information processing  Physiological aspects Shortterm memory  Physiological aspects Attention  Physiological aspects Cerebral cortex  Growth Neuroplasticity Memory Attention Memory Disorders  pathology Neuronal Plasticity  physiology,BF309-499:Consciousness. Congition
3476,Behavior modification Behavior therapy Selfcontrol,BF636-637:Applied psychology
3477,Counseling Behavior modification Cognitive therapy Decision making,BF636-637:Applied psychology
3478,Conditioned response Imagery Psychology,BF309-499:Consciousness. Congition
3479,Psychology and religion,BF38-64:Philosophy
3480,Creative ability Creative ability  Social aspects Creative ability in business,BF309-499:Consciousness. Congition
3481,Psychology Applied,BF636-637:Applied psychology
3482,Prejudices,BF511-593:Affection. Feeling. Emotion
3483,Ghosts  West US,BF1444-1486:Ghosts. Apparitions. Hauntings
3485,Behaviorism Psychology Conditioned response Behavior modification,BF199-202:Psychology
3487,Imagery Psychology Thought and thinking,BF309-499:Consciousness. Congition
3488,Thought and thinking Logic Reasoning Psychology,BF309-499:Consciousness. Congition
3489,Color  Psychological aspects Personality assessment Color,BF728-794:Psychology
3491,Dreams Dream interpretation Selfactualization Psychology Subconsciousness Signs and symbols,BF173-175:Psychoanalysis
3492,Jung C G Carl Gustav 18751961 Psychoanalysis Psychoanalysis and religion,BF173-175:Psychoanalysis
3493,Psychology Experimental,BF180-198:Experimental psychology
3494,Erotica Psychoanalysis Narcissism Femininity,BF173-175:Psychoanalysis
3495,Psychoanalysis and religion Developmental psychology God,BF173-175:Psychoanalysis
3496,Hand,BF908-940:The hand. Palmistry
3498,Reasoning Psychology Logic,BF309-499:Consciousness. Congition
3500,Interpersonal communication in children Parent and child,BF712-724:Developmental psychology
3501,Love Feminist ethics,BF511-593:Affection. Feeling. Emotion
3502,Mnemonics,BF309-499:Consciousness. Congition
3503,Psychology,BF65-172:Psychology
3504,Environmental psychology,BF309-499:Consciousness. Congition
3506,Humanistic psychology Cognition Developmental psychology,BF204-206:Psychology
3507,Piaget Jean 18961980 Neuchâtel Switzerland  Canton  Intellectual life  20th century,BF65-172:Psychology
3508,Attitude Psychology,BF309-499:Consciousness. Congition
3510,Death  Psychological aspects,BF728-794:Psychology
3511,Stress Psychology Personality Perception,BF511-593:Affection. Feeling. Emotion
3512,Crosscultural counseling  United States,BF636-637:Applied psychology
3514,Memory Social sciences  Methodology,BF309-499:Consciousness. Congition
3515,Listening,BF309-499:Consciousness. Congition
3516,Emotions,BF511-593:Affection. Feeling. Emotion
3517,Judgment Personality Perception,BF698:Personality
3518,Cayce Edgar 18771945 Castor oil  Therapeutic use,BF1001-1045:Psychic research. Psychology of the conscious.
3519,Mind and body Brain  Psychophysiology Attention Learning Psychology of,BF65-172:Psychology
3521,Brain Visual perception,BF231-299:Sensation. Aesthesiology
3522,Developmental psychology,BF712-724:Developmental psychology
3523,Imagination in children,BF712-724:Developmental psychology
3524,Cognition,BF309-499:Consciousness. Congition
3527,Magic  History Witchcraft  History,BF1585-1623:Magic. Hermetics. Necromancy
3528,Psychology  Biographical methods Discourse analysis Narrative  Psychological aspects,BF38-64:Philosophy
3529,Grief Bereavement  Psychological aspects Loss Psychology,BF511-593:Affection. Feeling. Emotion
3530,Psychology,BF65-172:Psychology
3531,Pleasure Freud Sigmund 18561939 Psychoanalysis,BF511-593:Affection. Feeling. Emotion
3532,Vygotskiĭ L S Lev Semenovich 18961934 Psychology  Research Social sciences  Research,BF65-172:Psychology
3533,Jewish astrology  History,BF1651-1729:Astrology
3534,Magic  Latin America Witchcraft  Latin America,BF1585-1623:Magic. Hermetics. Necromancy
3535,Southcott Joanna 17501814 Millennialism  England  History  18th century Millennialism  England  History  19th century,BF1783-1815:Seers. Prophets. Prophecies
3536,Ghosts  Idaho  Pocatello Haunted places  Idaho  Pocatello,BF1444-1486:Ghosts. Apparitions. Hauntings
3537,Cognition  Age factors Memory  Age factors Adulthood  Psychological aspects,BF712-724:Developmental psychology
3538,Twins  Psychology Triplets  Psychology,BF712-724:Developmental psychology
3539,None,BF309-499:Consciousness. Congition
3540,Socialization Reference groups Infant psychology,BF712-724:Developmental psychology
3541,Parapsychology  Dictionaries Parapsychology  Research,BF1001-1045:Psychic research. Psychology of the conscious.
3542,Distraction Psychology Attention,BF309-499:Consciousness. Congition
3543,Intellect Artificial intelligence,BF309-499:Consciousness. Congition
3544,Skinner B F Burrhus Frederic 19041990 Freud Sigmund 18561939 Rogers Carl R Carl Ransom 19021987 Psychoanalysis Behaviorism Psychology Humanistic psychology,BF65-172:Psychology
3545,Lacan Jacques 19011981 Psychoanalysts  France  Biography Psychoanalysis  France  History,BF65-172:Psychology
3547,Psychology Nietzsche Friedrich Wilhelm 18441900 Power Philosophy Psychoanalysis and philosophy Freud Sigmund 18561939,BF38-64:Philosophy
3548,Affect Psychology Tomkins Silvan S Silvan Solomon 19111991 Psychotherapy,BF511-593:Affection. Feeling. Emotion
3549,Psychology,BF1-37:Psychology
3550,Haunted places  Wyoming  Cheyenne Ghosts  Wyoming  Cheyenne,BF1444-1486:Ghosts. Apparitions. Hauntings
3551,Friendship,BF511-593:Affection. Feeling. Emotion
3552,Self Temperament Cognition Developmental psychology,BF697:Differential psychology. Individuality. Self
3553,Imitation Desire Desire  Social aspects Girard René 19232015,BF309-499:Consciousness. Congition
3554,Witchcraft  Germany  History  17th century Trials Witchcraft  Germany  History  17th century Witchcraft  Germany  History  16th century Trials Witchcraft  Germany  History  16th century Persecution  Europe  History Germany  Religious life and customs  17th century Germany  Religious life and customs  16th century,BF1562-1584:Witchcraft
3555,Jung C G Carl Gustav 18751961 Psychoanalysts  Switzerland  Biography,BF173-175:Psychoanalysis
3556,Sex differences Psychology  Popular works Brain  Sex differences,BF692:Psychology of Sex. Sexual Behavior
3557,Face perception  Congresses Face perception  Computer simulation  Congresses Face perception  Mathematical models  Congresses,BF231-299:Sensation. Aesthesiology
3558,Habit,BF309-499:Consciousness. Congition
3559,Adolescent psychology Women  Psychology,BF712-724:Developmental psychology
3560,Defense mechanisms Psychology  Case studies Resilience Personality trait  Case studies Adjustment Psychology  Case studies Maturation Psychology  Case studies Creative ability  Case studies Selfdeception  Case studies,BF173-175:Psychoanalysis
3561,Fanaticism Brainwashing Cults Religion and politics,BF511-593:Affection. Feeling. Emotion
3562,Identification Psychology Psychoanalysis and feminism,BF173-175:Psychoanalysis
3563,Fordham Michael 19051995 Jungian psychology Psychotherapy,BF65-172:Psychology
3564,Nightmares  Bibliography,BF1048-1108:Hallucinations. Sleep. Dreaming. Visions
3565,Lacan Jacques 19011981  Dictionaries Psychoanalysis  Terminology,BF173-175:Psychoanalysis
3567,Developmental psychology,BF712-724:Developmental psychology
3568,Environmental psychology Social psychology,BF309-499:Consciousness. Congition
3569,Death  Religious aspects Death  Psychological aspects Bereavement Terminal care,BF511-593:Affection. Feeling. Emotion
3571,Love Soul Cupid and Psyche Tale Apuleius Metamorphoses Psychoanalysis and literature Mythology  Psychological aspects,BF173-175:Psychoanalysis
3572,Psychology  United States  History  20th century United States  Moral conditions Medicine  United States  History  20th century Psychoanalysis and culture,BF65-172:Psychology
3573,Wechsler Adult Intelligence Scale Intelligence tests Teenagers  Intelligence testing,BF309-499:Consciousness. Congition
3574,Aggressiveness in children Girls  Psychology,BF712-724:Developmental psychology
3575,Rhythm  Psychological aspects Rhythm  Psychological aspects  Crosscultural studies Dance  Psychological aspects Dance  Psychological aspects  Crosscultural studies Movement Psychology of,BF309-499:Consciousness. Congition
3576,Psychology  Philosophy,BF38-64:Philosophy
3577,Science and spiritualism Soul,BF1228-1389:Spiritualism
3578,Astrology Astronomy Ancient Sacred space Constellations,BF1651-1729:Astrology
3579,Child psychology,BF712-724:Developmental psychology
3580,Psychoanalysis and religion Experience Religion Self,BF173-175:Psychoanalysis
3581,Selfperception  Testing Selfperception  Testing  Evaluation,BF697:Differential psychology. Individuality. Self
3582,Winnicott D W Donald Woods 18961971 Psychoanalysis  Terminology,BF65-172:Psychology
3583,Psychologists in government Political psychology Policy scientists,BF65-172:Psychology
3584,Freud Sigmund 18561939  Political and social views Individuality Autonomy Psychology Psychoanalysis,BF173-175:Psychoanalysis
3585,Schemas Psychology Cognition Perception,BF309-499:Consciousness. Congition
3586,Reading Psychology of Psycholinguistics,BF309-499:Consciousness. Congition
3587,Psychometrics Experimental design,BF38-64:Philosophy
3588,Critical thinking Critical thinking  Study and teaching,BF309-499:Consciousness. Congition
3589,Empathy,BF511-593:Affection. Feeling. Emotion
3590,Bereavement in children Grief in children Children and death Children  Counseling of Children  Counseling of  Case studies,BF712-724:Developmental psychology
3591,Cognition in children Developmental psychology Agent Philosophy,BF712-724:Developmental psychology
3592,Perfectionism Personality trait,BF698:Personality
3593,Stereotypes Social psychology,BF309-499:Consciousness. Congition
3595,Developmental psychology  Philosophy Cognition Affect Psychology,BF712-724:Developmental psychology
3597,Psychoanalysis  History,BF173-175:Psychoanalysis
3598,Charisma Personality trait Charis The Greek word German literature  History and criticism,BF698:Personality
3600,Twins  Psychology,BF712-724:Developmental psychology
3601,Cognition Language and languages  Philosophy,BF309-499:Consciousness. Congition
3603,Psychology  Congresses,BF1-37:Psychology
3604,Selfdisclosure,BF697:Differential psychology. Individuality. Self
3605,Aggressiveness War  Psychological aspects,BF511-593:Affection. Feeling. Emotion
3606,Cognition Connectionism Mental representation,BF309-499:Consciousness. Congition
3607,Memory  Social aspects Collective memory Social psychology,BF309-499:Consciousness. Congition
3610,Feedback Psychology Interpersonal communication,BF309-499:Consciousness. Congition
3611,Human information processing,BF309-499:Consciousness. Congition
3612,Occultism  France  History  19th century France  Social life and customs,BF1404-1443:Occult sciences
3613,Happiness Psychotherapy,BF511-593:Affection. Feeling. Emotion
