	Title	Call_Number
4016	evidence knowledge sociology of interpersonal communication	761
4017	humanalien encounters extraterrestrial beings	2050
4018	chinese americans  ability testing japanese americans  ability testing national characteristics chinese national characteristics japanese	432
4019	selfesteem selfperception child psychology	723
4020	reading psychology of	456
4021	infant psychology cognition in children children  language symbolism psychology	723
4022	difference psychology sex differences psychology homosexuality  psychological aspects race  psychological aspects ethnopsychology	697
4023	identity psychology civilization modern  1950 social change	437
4024	repertory grid technique	698.8
4025	psychology comparative artificial intelligence	671
4026	visual perception child psychology	723
4027	group problem solving	441
4028	psychoanalysis psychoanalysis  philosophy conflict psychology	175
4029	human beings psychology  early works to 1850	111
4030	psychology	121
4031	consciousness  research  dictionaries bewustzijn	311
4032	selfperception social role	697
4033	personality psychology	698
4035	women and psychoanalisis women  psychology femininity	175.4
4036	transpersonal psychology developmental psychology psychology religious	204.7
4037	motivation psychology psychology  philosophy cognition performance	503
4038	apologizing ethics	575
4039	occultism	1429
4040	autonomy in children social justice parent and child child development child welfare	723
4041	psychology  philosophy dialectic	38
4042	success	637
4044	evolutionary psychology	698.95
4045	play  psychological aspects child development	717
4046	left and right psychology human behavior laterality	637
4047	adolescence	724
4048	memory	371
4049	personality and culture	698.9
4050	new thought individuality	639
4051	brothers and sisters developmental psychology	723
4052	counseling  great britain	637
4053	child development	721
4054	psychology comparative psychophysiology	200
4055	psychology  congresses	20
4056	stress psychology killer cells cellmediated cytotoxicity	18.022
4057	sex differences psychology social psychology	692.2
4058	emotions	561
4059	evolutionary psychology  congresses	698.95
4060	selfevaluation success human ecology	697
4061	visual perception	241
4062	psychology and the humanities social sciences and psychology science and psychology	38
4063	nicotine  psychological aspects  congresses nicotine  physiological effect  congresses	209
4064	object relations psychoanalysis attachment behavior gaze  psychological aspects shame psychoanalysis	175.5
4065	cognition experience developmental psychology	713
4066	learning psychology of memory	318
4067	anxiety in children	723
4068	adulthood emotional maturity personality	724.5
4069	psychological tests  bibliography personality tests  bibliography educational tests and measurements  bibliography psychological tests  bibliography personality tests  bibliography educational tests and measurements  bibliography examinations  bibliography	431
4070	graphology  bibliography	891
4072	visual perception cognition	241
4073	tasks of emotional development test	698.8
4074	cognition cognition in children learning psychology of	311
4075	transference psychology	697
4077	cognitive science cognition knowledge theory of artificial intelligence	311
4078	psychology  dictionaries	31
4079	parent and child attachment behavior in children parenting	723
4080	body language	637
4081	imagery psychology	367
4082	cognitive science cognition	311
4083	hadewijch active 13th century dream interpretation  case studies jungian psychology  case studies dreams  religious aspects  christianity  case studies jungian psychology  religious aspects  christianity  case studies dreams  therapeutic use  case studies	175.5
4084	psychometrics	39
4085	thought and thinking selfperception consciousness	441
4086	piaget jean 18961980 cognition knowledge theory of	311
4087	college students  china  hong kong	698.8
4088	identity psychology multicultural education identity psychology in children learning psychology of education  philosophy effective teaching	697
4089	developmental psychology	713.5
4090	loneliness	575
4091	magic greek love  greece  history sex role  greece  history sex  greece  history	1591
4092	psychology  study and teaching higher psychology  research psychology  authorship	77
4093	emotions and cognition design  psychological aspects industrial design  psychological aspects	531
4094	dreams psychoanalysis dreams  therapeutic use psychotherapy	175.5
4095	child development adolescence	721
4096	magic ritualism	1623
4097	child psychology psychoanalysis	721
4098	pavlovian temperament survey	698.8
4099	prophecies	1805
4100	numerology  china cosmology chinese yi jing and science	1623
4101	nonverbal communication in children interpersonal communication in children parent and child psychology comparative	723
4103	visual perception visualization mental representation recognition psychology categorization psychology cognitive science	241
4104	study skills work psychophysiology	431
4105	cognition cognitive psychology cognitive science artificial intelligence	311
4106	friendship in children multicultural education	723
4107	ghosts  appalachian region	1472
4108	emotions emotions in children sex differences psychology autobiographical memory women  socialization	531
4109	humanistic psychology	204
4110	ethnopsychology learning psychology of thought and thinking national characteristics liberian kpelle african people	731
4111	friendship in adolescence interpersonal relations in adolescence parent and teenager	724.3
4112	space and time mental representation schemas psychology egoism	467
4113	anger rational emotive behavior therapy	575
4114	resilience personality trait in children selfesteem in children child rearing	723
4116	intimacy psychology	575
4117	geller uri 1946	1283
4118	factor analysis  abstracts	39
4119	subconsciousness	315
4120	moral development moral education	723
4121	psychic trauma psychic trauma  treatment	175.5
4122	developmental psychology  case studies life cycle human  case studies	713
4123	psychology  research  methodology social sciences  research  methodology psychometrics  study and teaching psychology  study and teaching social sciences  study and teaching	76.5
4124	nature and nurture behavior genetics socialization	341
4125	colorado adoption project nature and nurture  longitudinal studies individual differences in children  longitudinal studies adopted children  colorado  psychology  longitudinal studies	341
4126	stress psychology  social aspects  great britain  history  20th century stress management  great britain  history  20th century great britain  social conditions  20th century	575
4127	death  psychological aspects terminally ill  psychology terminal care  psychological aspects death  religious aspects terminally ill  religious life terminal care  religious aspects	789
4128	cognition  data processing personal construct theory  data processing	311
4129	archetype psychology mythology  psychological aspects psychoanalysis	175.5
4130	helping behavior interviewing	637
4131	psychology  history  19th century	103
4132	moral development good and evil mother and child father and child freud sigmund 18561939  knowledge  women psychoanalysis	723
4133	problem solving	441
4134	moral development parenting	723
4135	touch skin body language personality child psychology	698
4136	selfactualization psychology thought and thinking	637
4137	psychology  philosophy	38
4138	cognition thought and thinking differentiation cognition pattern perception	441
4139	intellect intelligence levels ethnopsychology nature and nurture	432
4140	love  psychological aspects	575
4141	child development	721
4142	emotions attitude psychology radicalism social psychology	511
4143	personality	698
4144	counseling psychology drug abuse counseling alcoholism counseling	636
4145	creative ability creative thinking audiovisual education	408
4146	personality	698
4147	hermes trismegistus philosophy of mind	1598
4148	transpersonal psychology selfdestructive behavior psychosynthesis	204.7
4149	marcel gabriel 18891973 psychoanalysis and philosophy christianity and existentialism cancer  psychological aspects	175.4
4150	intellect brain	431
4151	selfactualization psychology humanistic psychology	637
4152	psychoanalysis lacan jacques 19011981	173
4153	stress psychology stress physiology	575
4154	grief grief in children bereavement  psychological aspects bereavement in children counseling	575
4155	reading psychology of word recognition	456
4156	dreams	1078
4157	emotions  congresses emotions  sociological aspects  congresses body language  congresses interpersonal communication  congresses cognition	561
4158	older people  psychology older people  family relationships counseling gerontology	724.8
4159	personality	698
4160	metacognition memory	311
4161	memory in children	723
4162	jealousy psychoanalysis	575
4163	leadership  psychological aspects adulthood  psychological aspects	637
4164	existential psychology social psychology	204.5
4165	sex role	692.2
4166	memory  history	371
4167	ideology subconsciousness personality and politics reich wilhelm 18971957 freud sigmund 18561939 marx karl 18181883	698.9
4168	broks paul cognition brain life sciences	311
4169	counseling	637
4170	life change events  psychological aspects life change events  religious aspects  christianity teenagers  conduct of life young adults  conduct of life teenagers  religious life young adults  religious life	637
4171	parenthood  psychological aspects human reproductive technology  social aspects human reproductive technology  psychological aspects parenthood  social aspects child psychology	637
4172	pleasure desire	515
4173	twelvestep programs compulsive behavior alcoholics  rehabilitation drug addicts  rehabilitation	632
4174	counseling  research  methodology psychotherapy  research  methodology psychology  biographical methods counselors  psychology  case studies psychotherapists  psychology  case studies	637
4175	psychology industrial  congresses industrial relations  congresses	56
4176	rössler dietrich 1927 psychology  religious aspects  christianity	51
4177	consciousness neurons artificial intelligence	311
4178	cognitive psychology psychology experimental	201
4179	uncertainty risk	463
4180	consciousness  congresses mind and body  congresses neuropsychology  congresses	311
4181	thought and thinking visualization information visualization  psychological aspects	441
4182	need psychology	503
4183	psychology  history  20th century psychology  history  19th century	105
4184	neardeath experiences death  psychological aspects	1045
4185	dreams freud sigmund 18561939	1078
4186	cognition in children education child development	723
4187	anger men  psychology manwoman relationships menwomen relations	575
4189	content psychology mental representation philosophy of mind knowledge theory of a priori	40
4190	psychology  societies etc  directories psychology  study and teaching  directories psychology  research  directories psychologists  directories psychological literature	30
4191	emotions mind and body cognition	311
4192	conflict management compromise law negotiation arbitration and award	637
4194	motivation psychology  social aspects	503
4195	laughter  greece  history  to 1500	575
4196	superstition dreams	1775
4197	femininity masculinity goddesses	175.5
4198	parapsychology parapsychology  research	1032
4199	psychology	149
4201	memory	371
4202	phrenology psychophysiology physiognomy temperament	871
4203	psychoanalysis  history psychoanalysts	173
4204	occultism  spain  history	1434
4206	philosophy of mind in children	723
4207	reasoning psychology	442
4208	thought and thinking creative thinking performance	455
4209	dreams psychoanalysis	1078
4210	moral development child psychology children  conduct of life moral education moral conditions	723
4211	personality reality absolute the	698
4212	environmental psychology prisons jails correctional institutions	353
4213	thought and thinking social structure social groups philosophical anthropology	441
4214	consciousness brain intellect thought and thinking artificial intelligence	311
4215	astrology  dictionaries	1655
4216	biofeedback training	319.5
4217	hate  pyschology	575
4218	cognition in children children  religious life perception in children	723
4219	programmed instruction anxiety	575
4220	happiness success  psychological aspects contentment	575
4221	witchcraft	1566
4222	cognition in children  congresses emotions in children  congresses child psychology  congresses	723
4223	lévinas emmanuel  ethics psychologists  professional ethics other philosophy	76.4
4224	freud sigmund 18561939 psychoanalysis psychiatry  biography	109
4225	cognition thought and thinking	311
4226	rationalization psychology	337
4227	learning psychology of  encyclopedias memory  encyclopedias learning in animals  encyclopedias animal memory  encyclopedias neuropsychology  encyclopedias	318
4228	memory in children	723
4229	cognition human information processing psycholinguistics neuropsychology	311
4230	none	456
4231	creative thinking programmed instruction	411
4232	nature  psychological aspects grief bereavement yellowstone national park	353.5
4233	infant psychology developmental psychology	723
4234	environmental psychology meaning psychology nonverbal communication	353
4235	developmental psychology regression psychology	713
4236	personality assessment behaviorism psychology	698.4
4237	prejudices ambivalence african americans  public opinion united states  race relations people with disabilities  public opinion	575
4238	witchcraft  history	1569
4239	death  psychological aspects	789
4240	educational tests and measurements psychometrics	431
4241	counseling existential psychology	637
4242	children  counseling of educational counseling	637
4243	counseling	637
4245	senses and sensation perception	233
4247	wundt wilhelm max 18321920 psychology  history  20th century psychology experimental  history  20th century	105
4248	counseling	637
4249	creative ability creation literary artistic etc	408
4250	hostility psychology inferiority complex medicine psychosomatic	575
4251	counseling	637
4252	intelligence tests  bibliography psychological tests  bibliography intelligence tests  periodicals  indexes psychological tests  periodicals  indexes	431
4255	self  congresses self  social aspects  congresses identity psychology  congresses identity psychology  social aspects  congresses	697
4256	conditioned response behaviorism psychology	319
4257	crosscultural counseling group psychotherapy	637
4258	love manwoman relationships intimacy psychology	575
4259	counseling psychotherapy counseling  case studies psychotherapy  case studies	637
4260	cognition	311
4261	counseling	637
4262	counseling vocational guidance	637
4263	critical psychology	39.9
4264	selfefficacy control psychology selfperception action theory medicine and psychology	611
4265	self psychology	697
4266	selfrealization selfcare health love spiritual life	637
4267	problem solving thought and thinking	441
4268	consciousness perception	311
4269	cornell university libraries witchcraft collection witchcraft  bibliography	1566
4270	problem solving  problems exercises etc comprehension  problems exercises etc reasoning  problems exercises etc	441
4271	crying	575
4272	counseling adolescent psychology	637
4273	psychology  philosophy christianity  philosophy	38
4274	psychology  history women psychologists psychology  united states  history	95
4275	psychology  latin america  history psychology  study and teaching  latin america	108
4276	developmental psychology	701
4277	decision making judgment	448
4278	psychology applied students	636
4279	adulthood  psychological aspects aging  psychological aspects older people  psychology	724.55
4280	psychology  history  handbooks manuals etc psychology  history  bibliography	81
4281	spiritualism	1251
4282	motivation psychology system analysis	683
4283	psychology  philosophy logic	44
4284	jung c g carl gustav 18751961 jungian psychology alchemy  psychological aspects	173
4285	behavior modification  congresses environmental psychology  congresses	637
4286	security psychology human security ethics human behavior	575
4287	intellect psychology  philosophy metaphor	431
4288	physics  research	1031
4289	cognition in children personality and culture  crosscultural studies eskimo children	723
4290	spiritual healing and spiritualism self	1275
4291	jung c g carl gustav 18751961  interviews	173
4292	motivation psychology  social aspects	503
4293	future life parapsychology	1311
4294	self mother and infant personality psychoanalysis and culture	697
4295	patañjali yogasūtra freud sigmund 18561939 jung c g carl gustav 18751961 psychology and religion yoga east and west	51
4296	persuasion psychology interpersonal confrontation persuasion psychology  case studies interpersonal confrontation  case studies	637
4297	dreams	1078
4298	stress psychology interpersonal relations health	575
4299	thought and thinking visual learning reasoning	442
4300	stressmap stress management	575
4301	critical psychology	39.9
4302	cognition in children	723
4303	play  psychological aspects group work in education	717
4304	intellect intellect  problems exercises etc	431
4305	psychology  germany  history  20th century	114
4306	group counseling	637
4307	motivation psychology	503
4308	developmental psychology nature  effect of human beings on	713
4309	counseling	637
4312	personality maturation psychology	698
4313	incantations blessing and cursing	1558
4314	selfesteem  psychological aspects selfesteem  psychological aspects  case studies	697
4315	minnesota multiphasic personality inventory	698.8
4316	helping behavior  study and teaching interpersonal relations  study and teaching professions  psychological aspects  study and teaching helping behavior  problems exercises etc interpersonal relations  problems exercises etc professions  psychological aspects  problems exercises etc	637
4318	piaget jean 18961980 perception in children reality  psychological aspects	723
4319	jung c g carl gustav 18751961 psychoanalysis psychoanalysis and culture social service social values	173
4320	counseling developmental psychology	637
4321	reasoning psychology learning psychology of cognitive science	442
4322	motivation psychology choice psychology reward psychology	503
4323	occultism  history	1411
4324	social perception communication  psychological aspects child psychology	723
4325	listening	323
4326	counseling	637
4327	psychology  authorship  style manuals social sciences  authorship  style manuals psychological literature  publishing  handbooks manuals etc social science literature  publishing  handbooks manuals etc	76.7
4328	memory	371
4329	uncertainty forecasting fallacies logic thought and thinking perception	463
4330	play  united states child psychology	717
4331	psychology  history psychology  philosophy	81
4332	psychology  brazil  history national characteristics brazilian  history indians of south america  brazil  psychology  history	108
4333	community mental health services emergency management disaster relief crisis management	789
4335	cognition motor ability	311
4336	altruism helping behavior child psychology	637
4337	occultism  early works to 1900 alchemy  early works to 1800	1410
4338	occultism  early works to 1900 alchemy magic	1611
4339	time  psychological aspects time perception	468
4340	cognition  congresses	311
4341	consciousness cognition neurophysiology	311
4342	intellect  congresses intelligence levels  congresses learning psychology of  congresses	431
4343	magic  early works to 1800 occultism  early works to 1900	1600
4344	symbolism of numbers cosmology ancient numbers in the bible	1623
4345	psychology  philosophy  congresses mind and body  congresses	38
4346	extrasensory perception	1171
4347	communication  psychological aspects cooperativeness social psychology	637
4348	success  psychological aspects life skills selfactualization psychology personality development	637
4349	cognition  congresses	311
4351	child psychology  crosscultural studies developmental psychology  crosscultural studies ethnopsychology	722
4352	national characteristics chinese  periodicals  indexes mental health  china  periodicals  indexes national characteristics chinese  abstracts mental health  china  abstracts	755
4353	psychologists  biography psychology  history	109
4354	psychophysics cognition senses and sensation	237
4355	psychology  statistical methods educational statistics	39
4357	prophecies occultism	1815
4358	decision making choice psychology psychology comparative	448
4359	perception consciousness gestalt psychology harmonic resonance	311
4360	learning psychology of learning  physiological aspects neuropsychology	318
4361	play  psychological aspects drama  psychological aspects child psychology	717
4362	dreams dreams  research cognitive psychology	1078
4363	psychoanalysis  philosophy  history self  philosophy  history will  philosophy  history freud sigmund 18561939	175
4364	motivation psychology success success  psychological aspects happiness life skills life	503
4365	child psychology  research exceptional children  research	722
4366	auditory perception listening cognition	323
4368	dreams creation literary artistic etc consciousness human evolution	1078
4369	guicciardini francesco 14831540  miscellanea horoscopes  early works to 1800	1728
4370	cognition  congresses learning psychology of  congresses	311
4371	speech	455
4372	psychoanalysis and culture civilization modern  20th century  psychological aspects social evolution  psychological aspects psychoanalysis  social aspects	175.4
4373	empathy	575
4374	attachment behavior attachment behavior in children	575
4375	psychology  moral and ethical aspects developmental psychology  moral and ethical aspects values  psychological aspects moral development	76.4
4376	none	1999
4377	none	1999
4378	none	1999
4379	none	1999
4380	none	1999
4381	occultism	1999
4382	none	1999
4383	none	1999
4384	unidentified flying objects	1999
4385	none	1999
4386	none	1999
4387	none	1999
4388	none	1999
4389	psychology  philosophy social sciences  philosophy structuralism	38
4390	frustration reward psychology psychobiology experimental human behavior  animal models	575
4391	sex differences psychology sex differences	692.2
4392	perception human information processing	311
4393	success	639
4394	envy envy  social aspects	575
4395	new thought	639
4396	encouragement selfacceptance	637
4397	personality new thought	639
4398	new thought	639
4399	new thought	639
4400	vibration telepathy	639
4401	new thought	639
4402	new thought courage	630
4403	new thought courage	639
4404	prophets precognition	1791
4405	new thought prayer	638
4406	father divine new thought	639
4407	self psychology	697
4408	psychology	121
4409	lacan jacques 19011981 psycholinguistics psychoanalysis	455
4410	psychology social service social work education	131
4411	new thought	639
4412	new thought	639
4413	new thought	645
4414	new thought	639
4415	new thought	638
4416	new thought church of jesus christ of latterday saints  doctrines	639
4417	new thought skarin annalee 18991988	639
4418	new thought church of jesus christ of latterday saints  doctrines	639
4419	intelligence tests  korea south children with mental disabilities figure drawing human figure in art	431.5
4420	new thought	639
4421	crosscultural counseling cultural psychiatry psychologists  training of  social aspects	637
4422	illinois test of psycholinguistic abilities psycholinguistics  ability testing	431
4424	new thought	639
4425	new thought will psychology and religion	639
4426	spiritual life new thought	639
4427	new thought	639
4428	general factor psychology intellect	433
4429	new thought	639
4430	child development imitation play  united states symbolism child psychology	721
4431	psychology  methodology	39
4432	optimism pessimism	698.35
4433	personality  research personality	698
4434	peer pressure in children peer pressure in adolescence interpersonal relations in adolescence interpersonal relations in children	723
4435	black people  intelligence levels	432
4436	will selfcontrol compulsive behavior akrasia	632
4437	bain alexander 18101877 spencer herbert 18201903 lewes george henry 18171878 psychology  great britain  history  19th century psychology in literature great britain  civilization  19th century	108
4438	listening  study and teaching	323
4439	bible and spiritualism psychometry parapsychology	1275
4440	critical thinking reflective learning cognitive learning thought and thinking cognition and culture	441
4441	gestalt psychology visual perception auditory perception	203
4442	counselor and client	637
4443	child psychology need psychology	723
4444	erikson erik h erik homburger 19021994 psychoanalysis	109
4445	anxiety relaxation conduct of life	575
4446	witchcraft  new england  history persecution  new england  history new england  social life and customs  to 1775	1575
4447	psychoanalysis	175
4448	psychoanalysis	173
4449	psychoanalysis cabala  history cabala  psychological aspects	175
4450	reading psychology of cognition in children children  language memory in children attention in children	456
4451	intellect nature and nurture	431
4452	skinner b f burrhus frederic 19041990 behaviorism psychology	199
4453	creative ability  congresses	408
4454	maslow abraham h abraham harold psychologists  united states  biography	109
4455	self counseling psychotherapy alienation social psychology intimacy psychology self philosophy	697
4456	decision making practical reason	448
4457	group counseling group psychotherapy	637
4458	counseling psychology applied	637
4459	body language gaze  psychological aspects	637
4460	melancholy  history spain  civilization  15161700	575
4461	subconsciousness personality	315
4462	control psychology	632.5
4463	bullying	637
4464	shortterm memory cognition cognition in children	378
4465	imagination in children child psychology child development	723
4466	self identity psychology	697
4467	individuation psychology reaction time human information processing psychoanalysis and philosophy subjectivity	175.5
4468	sound  psychological aspects sound  experiments	251
4469	conditioned response learning psychology of behaviorism psychology	319
4470	cognition cognitive dissonance motivation psychology	311
4471	subliminal perception	323
4472	developmental psychology cognitive psychology connectionism differentiable dynamical systems dynamics	713
4474	cannabis  bibliography marijuana  bibliography	209
4476	freud sigmund 18561939 psychoanalysis  history psychobiology	173
4477	visual perception cognitive neuroscience	241
4478	prejudices  psychological aspects prejudices  religious aspects prejudices  prevention	575
4479	psychology	149
4480	place attachment dwellings  psychological aspects home  psychological aspects reminiscing	353
4481	emotions and cognition	531
4482	memory human information processing	371
4483	social perception in children  congresses social perception  congresses social role  congresses	723
4484	witchcraft  europe  history europe  religion	1584
4485	genetic psychology self selfactualization psychology	701
4486	intelligence tests for preliterates	432.5
4487	symbolism language and languages	458
4488	ethnopsychology psychoanalysis social psychology	734
4489	astrology chinese feng shui yinyang	1714
4490	typology psychology	818
4491	suffering posttraumatic growth life change events  psychological aspects	789
4492	crying crying  social aspects	575
4493	spirituality  psychological aspects religion and science life  religious aspects  christianity	51
4494	psychology	128
4495	emotions self marital psychotherapy	531
4496	superstition folklore  germany mythology germanic germany  social life and customs	1434
4497	sex psychology communication  psychological aspects	692
4498	astrology assyrobabylonian	1714
4499	superstition	1775
4500	selfactualization psychology  miscellanea language and languages  miscellanea	1045
4501	international union of psychological science  history	11
4502	psychoanalysis  soviet union  history psychoanalysis  russia federation  history psychoanalysis and literature	175
4503	child psychology	721
4504	individuality difference psychology	697
4505	nonverbal communication	637
4507	reincarnation automatism	1311
4508	prophecies	1815
4509	witchcraft  history  sources magic  history  sources	1504
4510	symbolism	1623
4511	talismans amulets	1561
4512	new thought skarin annalee 18991988	639
4514	omens	1777
4515	decision making conflict psychology	448
4516	creation literary artistic etc creativity in advertising	408
4517	choice psychology decision making	611
4518	psychoanalysis cábala	175
4519	consciousness cognition brain  evolution visual perception art  psychology	311
4520	ritual women  religious life goddess religion  rituals	1623
4521	piaget jean 18961980 child psychology  congresses mentally ill children  education  congresses	721
4522	developmental psychology	713
4523	psychology  authorship psychology  periodicals  publishing  directories psychology  united states  authorship psychology  periodicals  publishing  united states  directories	76.8
4524	learning psychology of	318
4525	oraculina sibyllina english	1769
4526	adolescent psychology social psychology	724
4527	emotions memory psychiatry	311
4528	body language  congresses rhythm  psychological aspects  congresses	637
4529	mythology indoeuropean demonology	1517
4530	creative thinking creation literary artistic etc artistic collaboration authorship  collaboration	408
4531	personality mental representation relatedness psychology psychotherapy developmental psychology	698
4532	personality assessment psychiatry  research psychology  methodology	698.4
4533	excuses  psychological aspects	637
4534	emotions existential psychotherapy psychotherapy	531
4535	selfperception identity psychology social psychology	697.5
4536	auditory perception psychoacoustics	251
4537	psychology  history psychology and philosophy	81
4538	memory  social aspects memory	378
4539	cognitive science psychology and philosophy	311
4540	astrology  history  17th century quevedo francisco de 15801645	1679
4541	body language movement psychology of	637
4542	cognition in children philosophy of mind in children children  language	723
4543	adolescent psychology adolescent psychiatry	724
4544	astral projection	1389
4546	animal magnetism	1325
4547	performance	481
4548	desire	575
4549	critical thinking egoism	441
4550	evolutionary psychology	698.95
4552	mahler margaret s psychoanalysts  biography infant psychology child analysis	719
4553	psychology  research  case studies	76.5
4554	memory	371
4555	masculinity sex role men  identity	692.5
4556	psychology  study and teaching higher	77
4557	death  psychological aspects bereavement  psychological aspects death  social aspects	789
4558	counseling  management educational counseling  administration	637
4559	gifted children talented students	723
4561	visualization problem solving  methodology creative thinking	241
4562	mental discipline subconsciousness	145
4563	security psychology internal security  sociological aspects	575
4564	oedipus complex psychoanalysis women  psychology	175.5
4565	perception	311
4566	expression emotions interpersonal communication emotions  social aspects	591
4567	crying crying  history	575
4568	price jill 1965 longterm memory  biography memory disorders  patients  california  biography	378
4569	moral development  congresses	723
4570	psychologists  professional ethics psychology  standards	76.4
4571	freud sigmund 18561939  correspondence zweig arnold 18871968  correspondence psychoanalysts  austria  correspondence novelists german  20th century  correspondence	173
4572	hate  united states prejudices  united states racism  united states discrimination  religious aspects  united states united states  race relations united states  social conditions	575
4573	memory disorders in old age  diagnosis neuropsychological tests alzheimers disease  diagnosis	378
4574	freud sigmund 18561939 psychoanalysis and religion religion  controversial literature  history	175
4575	personality  philosophy	698
4576	persuasion psychology	637
4577	emotions  bibliography emotions  periodicals  indexes mood psychology  bibliography mood psychology  periodicals  indexes	511
4578	gibson james j james jerome 19041979 environmental psychology perception philosophy	353
4579	phenomenological psychology	204.5
4580	psychology  outlines syllabi etc developmental psychology  outlines syllabi etc psychology pathological  outlines syllabi etc psychiatry  outlines syllabi etc medical care  outlines syllabi etc	141
4581	developmental psychology philosophical anthropology  history  20th century erikson erik h erik homburger 19021994 heidegger martin 18891976	713
4582	jung c g carl gustav 18751961  religion psychoanalysis and religion	173
4583	end of the world  miscellanea	1999
4584	psychological tests  data processing psychodiagnostics  data processing microcomputers	176.2
4585	expectation psychology selffulfilling prophecy medicine psychosomatic	323
4586	child psychology  congresses child development  congresses	721
4587	psychology experimental	181
4588	adler alfred 18701937 adlerian psychology	175.5
4589	symbolism psychology environmental psychology house furnishings  psychological aspects dwellings  psychological aspects self families	458
4590	jungian psychology parapsychology theosophy	173
4591	magic egyptian gnosticism	1591
4592	cognitive psychology  congresses cognition  congresses	201
4593	identity psychology  great britain youth  religious life  case studies identification religion  case studies	697
4594	perception environmental psychology psychophysics	311
4595	failure psychology in children school failure underachievers	723
4598	dreams  greece  history  to 1500 dreams  rome	1078
4599	emotional intelligence interpersonal communication attachment behavior	576
4600	yellow color  psychological aspects  history color  social aspects  history symbolism of colors  history yellow in art	789
4601	magic  history	1589
4602	mind and body metaphysics	161
4603	adolescent psychology  case studies fear  case studies	724.3
4604	child psychology child development	721
4605	movement psychology of motor ability dance therapy physical therapy movement psychology of  crosscultural studies	295
4606	aging  psychological aspects older people  psychology cognition in old age	724.8
4607	cognition in children  peru school children  peru  psychological testing education elementary  research  peru cognition  testing work  psychological aspects	723
4608	single subject research psychology  research	76.6
4609	wechsler adult intelligence scale wechsler intelligence scale for children psychology pathological  diagnosis brain damage  diagnosis	432.5
4610	space perception  congresses spatial behavior  congresses spatial ability  congresses	469
4611	experience emotions expression autonomy psychology psychiatry  methodology	531
4612	reading psychology of books and reading	456
4613	keene m lamar spiritualism  controversial literature	1042
4614	writers block creative writing  psychological aspects creation literary artistic etc	456
4615	parapsychology parapsychology  research	1031
4616	reading psychology of personality	456
4617	reading psychology of eye  movements	456
4618	nonverbal communication	637
4619	psychology  methodology	38.5
4620	learning psychology of reasoning in infants	318
4621	emotions	531
4622	imagination	408
4623	piaget jean 18961980 cognition in children moral development child psychology	723
4624	chamber john 15461604 treatise against iudiciall astrologie astrology	1681
4625	astrology astronomy  early works to 1800	1713
4626	parapsychology parapsychology  research	1031
4627	maturation psychology psychiatry and religion psychoanalysis and religion	637
4628	extrasensory perception perception	1321
4629	occultism  mexico mexico  religion	1434
4630	psychoanalysis and culture social sciences and psychoanalysis fetishism	175.4
4631	motor ability perceptualmotor processes	295
4632	emotions expression interpersonal communication	531
4633	cognition in children  crosscultural studies children  language  crosscultural studies	723
4634	ability  testing	431
4635	parapsychology dreams human beings hallucinogenic drugs parapsychology  research	1031
4636	creative ability imagery psychology	411
4637	reading psychology of	456
4638	dependency psychology  social aspects  united states united states  social conditions social structure	575
4639	attachment behavior in children interpersonal relations in children	723
4641	memory	371
4642	witchcraft  belgium  bouvignies trials witchcraft  belgium  bouvignies bouvignies belgium  history	1584
4643	reading psychology of	456
4644	witchcraft  cuba black people  cuba criminal anthropology vodou  cuba	1584
4645	commitment psychology conflict psychology love  psychological aspects	619
4646	persuasion psychology	637
4647	gifted girls  psychology  case studies gifted women  psychology  case studies achievement motivation  case studies success  case studies	723
4648	communication  psychological aspects internet  psychological aspects computer networks  psychological aspects	637
4649	alexander technique	172
4650	memory  research  methodology cognition  research  methodology	371
4651	memory religion violence place philosophy	371
4652	intellect	431
4653	counseling psychotherapy psychotherapy  religious aspects transpersonal psychotherapy	637
4654	fear  united states fear  social aspects  united states political culture  united states fear  political aspects  united states	575
4655	self psychology  research selfperception	697
4656	personality and cognition personality and situation	698.9
4657	psychology	149
4658	biofeedback training	319.5
4659	control psychology persuasion psychology body language personality disorders	632.5
4660	creative ability	408
4661	middle age  psychological aspects middle age  social aspects middle age  health and hygiene	724.6
4662	body image leanness  psychological aspects eating disorders  social aspects women  psychology	697.5
4663	factor analysis	39
4664	reading psychology of children with disabilities reading elementary mental efficiency	456
4665	psychology experimental psychology  istory	95
4666	psychology  study and teaching dissertations academic  handbooks manuals etc	76.5
4667	reading psychology of eye  diseases eye  movements	456
4668	personality adolescence	724
4669	laughter comic the ridicule	575
4670	psychology	131
4671	psychology	149
4672	psychology	149
4673	intelligence levels  afroamericans black people  education intelligence tests nature  effect of human beings on	432
4674	prince morton 18541929 personality psychology psychoanalysis psychology pathological	21
4675	psychology	121
4677	cognition	311
4678	sublimation psychology psychoanalysis and the arts psychoanalysis and literature freud sigmund 18561939	175.5
4680	cognition memory attention psycholinguistics thought and thinking	311
4681	psychology	121
4683	hate lovehate relationships	575
4684	green andré psychoanalysis grief loss psychology depression mental	175
4685	ifa religion divination	1779
4686	personality assessment	698.4
4687	boredom boredom in literature	575
4688	personality psychotherapy adler alfred 18701937	698
4689	adolescent psychology	724
4690	dreams  history civilization western  psychological aspects europe  intellectual life	1078
4692	bereavement in children	723
4693	freud sigmund 18561939 symbolism psychology psychoanalysis	109
4694	psychology  philosophy	38
